id,prediction
0,0.0021369765
1,0.0021369765
2,0.75322354
3,48.068436
4,283.5524
5,744.8513
6,1490.2333
7,2528.2253
8,3024.4834
9,3129.6643
10,3171.1167
11,2966.4185
12,2468.4683
13,2196.7205
14,2201.6587
15,1653.4751
16,1081.4136
17,632.2572
18,258.25995
19,22.29558
20,0.0021369765
21,0.0021369765
22,0.0021369765
23,0.0021369765
24,0.0021369765
25,0.0021369765
26,0.30950066
27,130.3991
28,597.2509
29,1338.3557
30,1750.859
31,2231.5588
32,3301.362
33,3645.831
34,3902.2366
35,3586.1575
36,3558.9438
37,3394.8015
38,3217.0066
39,2908.496
40,1806.7731
41,883.8662
42,427.07303
43,115.33932
44,0.0021369765
45,0.0021369765
46,0.0021369765
47,0.0021369765
48,0.0021369765
49,1.1784991
50,19.651764
51,274.24567
52,676.0875
53,1716.3937
54,3083.7131
55,4110.5786
56,4657.4487
57,4922.307
58,4913.3525
59,4755.6084
60,3980.6934
61,3784.3132
62,3142.149
63,2053.7988
64,1153.2048
65,663.1283
66,409.5477
67,158.85585
68,0.7333744
69,0.0021369765
70,0.0021369765
71,0.0021369765
72,0.0021369765
73,0.01352833
74,14.267796
75,110.97967
76,380.67322
77,1140.4956
78,2543.7925
79,3777.729
80,4524.5107
81,4309.3096
82,3925.4255
83,3648.81
84,3531.5073
85,2945.255
86,3266.1633
87,2877.5442
88,2080.963
89,948.5752
90,350.0812
91,100.59733
92,6.345714
93,0.0021369765
94,0.0021369765
95,0.0021369765
96,0.002770199
97,-0.097838394
98,37.386703
99,228.2206
100,542.5373
101,1254.198
102,2872.8286
103,3751.6938
104,4658.82
105,4722.3843
106,4685.967
107,4790.773
108,4732.362
109,4391.2827
110,3573.9636
111,2643.9749
112,2030.4625
113,1035.579
114,434.68887
115,169.72127
116,13.748849
117,0.0021369765
118,0.0021369765
119,0.0021369765
120,0.02032626
121,0.12752673
122,57.132915
123,240.76938
124,790.86975
125,1893.267
126,3183.5122
127,4075.8179
128,4557.433
129,4069.8472
130,3497.2551
131,3033.7124
132,2777.5234
133,2797.441
134,2988.2861
135,2761.7737
136,1635.9124
137,803.35815
138,442.1299
139,187.17015
140,11.616531
141,0.0021369765
142,0.0021369765
143,0.0021369765
144,0.022205483
145,0.7098368
146,64.41579
147,263.09018
148,789.87524
149,1894.3041
150,3183.3257
151,4109.1357
152,4690.8296
153,4930.3057
154,4662.943
155,3914.849
156,3532.1501
157,2932.7463
158,2893.141
159,2512.9636
160,1535.6073
161,773.5807
162,475.28107
163,165.29976
164,20.097694
165,0.0021369765
166,0.0021369765
167,0.0021369765
168,2.013203
169,0.008526797
170,15.545175
171,100.55006
172,172.14018
173,168.04977
174,281.19092
175,492.21042
176,736.02515
177,911.1494
178,908.64923
179,858.30817
180,1249.8688
181,1847.0146
182,1896.1124
183,1756.4125
184,1189.1506
185,722.36414
186,348.48093
187,110.65396
188,14.187555
189,0.0021369765
190,0.0021369765
191,0.0021369765
192,0.0021360216
193,0.009377714
194,49.938488
195,179.06625
196,334.9601
197,518.46515
198,1011.37067
199,1908.5255
200,2602.1099
201,2568.0828
202,2583.3135
203,2801.815
204,2739.972
205,2547.9543
206,2310.1995
207,1843.2749
208,842.89703
209,380.10184
210,221.667
211,41.396034
212,-1.0726582
213,-0.0007296289
214,0.0021369765
215,2.0128925
216,0.0021302996
217,-0.034412812
218,30.736807
219,121.81439
220,221.91371
221,192.60585
222,628.8718
223,978.70844
224,1564.3328
225,1561.1176
226,1293.183
227,1266.6881
228,1239.143
229,944.9407
230,798.0532
231,739.3335
232,543.83563
233,265.9521
234,139.06895
235,55.075825
236,5.602161
237,0.2559279
238,0.0021369765
239,0.0021369765
240,0.0018685211
241,0.15244068
242,31.403158
243,123.69099
244,240.52853
245,551.20044
246,973.5922
247,1995.4674
248,2462.461
249,2003.3267
250,1036.8622
251,1366.9967
252,1566.133
253,1595.025
254,1435.932
255,1481.9045
256,1170.6194
257,805.43304
258,521.17163
259,227.02182
260,53.199
261,-0.15868689
262,0.0021369765
263,0.0021369765
264,0.0018494474
265,1.4505632
266,71.16844
267,160.07361
268,346.546
269,665.8126
270,1012.9457
271,1472.7386
