id,prediction
0,0.0012631904
1,0.0012631904
2,0.56465864
3,38.781345
4,283.3293
5,796.12915
6,1516.6133
7,2261.614
8,2827.9204
9,3127.472
10,3134.142
11,2721.2727
12,2413.6072
13,2169.477
14,2212.8215
15,1560.5781
16,1050.9453
17,602.7164
18,265.3931
19,15.598979
20,0.0012631904
21,0.0012631904
22,0.0012631904
23,0.0012631904
24,0.0012631904
25,0.0012631904
26,4.84875
27,96.550766
28,519.15576
29,1292.02
30,1803.7048
31,2242.6067
32,3186.4468
33,3837.4863
34,3872.0107
35,3350.2249
36,3328.3228
37,3202.6897
38,3382.5225
39,2991.2527
40,1818.82
41,788.026
42,423.93692
43,109.01612
44,0.0
45,0.0012631904
46,0.0012631904
47,0.0012631904
48,0.0012631904
49,0.113737665
50,22.007536
51,235.41452
52,775.9428
53,1695.6211
54,2870.0435
55,4155.9497
56,4790.656
57,4911.621
58,4865.208
59,4712.7876
60,3886.9573
61,3563.1135
62,3083.4478
63,2192.3071
64,1064.9113
65,660.72363
66,467.64694
67,145.6599
68,0.69948107
69,0.0012631904
70,0.0012631904
71,0.0012631904
72,0.0012631904
73,0.0
74,11.346628
75,108.75749
76,365.14423
77,1043.1411
78,2509.9539
79,3824.2595
80,4643.3726
81,4163.935
82,3615.1328
83,3321.6633
84,3139.4932
85,2723.1777
86,3031.0486
87,2893.3237
88,2093.8743
89,934.3349
90,341.48056
91,95.60374
92,7.2804036
93,0.0012631904
94,0.0012631904
95,0.0012631904
96,0.0012631904
97,0.13229446
98,45.698048
99,237.99666
100,570.33044
101,1161.8293
102,2792.3591
103,3616.5037
104,4751.5073
105,4565.1875
106,4625.5903
107,4530.471
108,4723.9526
109,4361.2905
110,3648.184
111,2744.6772
112,1916.1813
113,1083.809
114,511.76855
115,162.90999
116,17.248539
117,0.0012631904
118,0.0012631904
119,0.0012631904
120,0.008606449
121,0.6702398
122,76.596924
123,233.79106
124,723.561
125,1789.3792
126,2969.2466
127,4023.4993
128,4523.321
129,3863.239
130,3268.5793
131,2768.8943
132,2592.354
133,2779.3936
134,3079.4612
135,2703.8486
136,1617.6841
137,830.3815
138,505.22137
139,173.9292
140,18.542252
141,0.0012631904
142,0.0012631904
143,0.0012631904
144,0.008606449
145,0.6702398
146,81.6916
147,265.4231
148,737.0473
149,1873.7401
150,2994.6184
151,3982.1562
152,4745.2407
153,4799.9697
154,4485.6724
155,3803.0208
156,3410.85
157,3174.4485
158,2998.6895
159,2640.6372
160,1463.5869
161,804.2023
162,517.4408
163,165.6331
164,18.433355
165,0.0012631904
166,0.0012631904
167,0.0012631904
168,0.0012631904
169,0.16347599
170,13.649493
171,81.529854
172,151.42485
173,161.30997
174,328.13647
175,456.95184
176,589.44904
177,734.9615
178,766.9486
179,857.09106
180,1231.2263
181,1783.3726
182,1904.1506
183,1731.4056
184,1191.0374
185,702.05164
186,338.9172
187,105.33633
188,11.068501
189,0.0012631904
190,0.0012631904
191,0.0012631904
192,0.0012631904
193,0.23395629
194,60.385433
195,158.91125
196,335.7103
197,515.3569
198,1047.1154
199,1845.1477
200,2546.744
201,2128.2644
202,2446.4885
203,2731.3945
204,2307.5256
205,2405.5986
206,2217.0798
207,1806.7958
208,983.2288
209,426.6468
210,207.52159
211,43.57707
212,0.42008778
213,0.0
214,0.0012631904
215,0.0012631904
216,0.0012631904
217,0.52565074
218,23.73077
219,102.80118
220,192.99272
221,257.03326
222,597.52954
223,971.02686
224,1562.2719
225,1596.1324
226,1389.9666
227,1351.6791
228,1210.1747
229,952.2259
230,799.7497
231,743.3722
232,534.8738
233,282.8677
234,184.76283
235,54.753784
236,0.0
237,0.0026814707
238,0.0012631904
239,0.0012631904
240,0.0012631904
241,0.27549323
242,32.904057
243,99.79828
244,206.42152
245,491.24533
246,1069.745
247,1984.8861
248,2442.7683
249,1909.4178
250,901.8595
251,1279.455
252,1330.152
253,1468.687
254,1387.1372
255,1477.7274
256,1145.2115
257,838.5055
258,552.7947
259,194.6892
260,49.681473
261,0.050566837
262,0.0012631904
263,0.0012631904
264,0.0012631904
265,1.7131946
266,42.940704
267,160.6626
268,342.9552
269,606.20184
270,1092.5568
271,1508.065
272,1815.1436
273,1995.5695
274,1791.85
275,1710.9402
276,1766.769
277,1546.002
278,1397.1042
279,1379.3452
280,999.0452
281,449.9183
282,224.7337
283,45.99973
284,5.5296826
285,0.0071671135
286,0.0012631904
287,0.0012631904
288,0.0012631904
289,0.13671765
290,36.19954
291,210.43886
292,328.04758
293,615.8951
294,1195.9413
295,1902.4097
296,1715.893
297,1887.2775
298,2149.1736
299,2224.7063
300,1753.0153
301,1450.729
302,1514.6218
303,1296.1469
304,891.3371
305,493.28424
306,326.8889
307,145.81407
308,33.888523
309,0.28650317
310,0.0012631904
311,0.0012631904
312,0.0012631904
313,1.2767998
314,41.464813
315,178.78252
316,458.4787
317,825.1181
318,1306.6765
319,1760.8022
320,2175.2695
321,2396.6172
322,2264.6157
323,2115.783
324,1900.307
325,1576.6124
326,1271.9994
327,930.25836
328,651.5624
