id,prediction
0,0.0007788094
1,0.0007788094
2,0.15881117
3,52.276737
4,268.15762
5,721.68884
6,1628.6442
7,2297.2651
8,2739.4673
9,2977.9417
10,3068.0562
11,2999.0107
12,2590.542
13,2219.2944
14,2114.0215
15,1566.0178
16,1055.4725
17,592.1146
18,281.3303
19,18.955585
20,0.0007788094
21,0.0007788094
22,0.0007788094
23,0.0007788094
24,0.0007788094
25,0.0007788094
26,2.33743
27,117.067856
28,565.06146
29,1203.079
30,1717.424
31,2199.653
32,3098.9785
33,3705.7495
34,3751.9758
35,3437.04
36,3254.3035
37,3233.1084
38,3218.6755
39,2801.047
40,1781.2594
41,819.9968
42,453.4107
43,127.47678
44,0.0007788094
45,0.0007788094
46,0.0007788094
47,0.0007788094
48,0.0007788094
49,3.6782362
50,20.748486
51,214.89883
52,684.7134
53,1669.0547
54,2953.6438
55,3980.8098
56,4594.946
57,4858.011
58,4825.5244
59,4720.134
60,4126.9136
61,3589.6726
62,3197.8037
63,2130.9731
64,1111.473
65,670.021
66,424.88776
67,138.02704
68,3.6983168
69,0.0007788094
70,0.0007788094
71,0.0007788094
72,0.019177154
73,0.014147249
74,14.158512
75,103.11344
76,391.92007
77,1136.8612
78,2499.9124
79,3801.4946
80,4319.9995
81,4044.5452
82,3637.3289
83,3594.3523
84,3337.179
85,2850.2566
86,3248.476
87,2762.9458
88,2250.7935
89,930.7045
90,334.45212
91,102.28466
92,12.366615
93,0.0007788094
94,0.0007788094
95,0.0007788094
96,0.2371851
97,0.31755656
98,44.40632
99,212.81508
100,558.2466
101,1206.2325
102,2823.9646
103,3504.6614
104,4713.55
105,4498.0474
106,4711.411
107,4410.792
108,4776.76
109,4420.311
110,3580.0408
111,2666.9272
112,2033.274
113,1071.0092
114,475.38052
115,176.36923
116,13.678091
117,0.0007788094
118,0.0007788094
119,0.0007788094
120,0.30310646
121,0.7098234
122,64.68801
123,228.4777
124,764.8322
125,1799.8699
126,3050.0554
127,3980.6086
128,4555.0225
129,3822.7622
130,3196.2434
131,2778.6091
132,2638.3286
133,2827.6804
134,2970.6133
135,2643.226
136,1670.8022
137,794.38104
138,459.83743
139,183.22058
140,10.530901
141,0.0007788094
142,0.0007788094
143,0.0007788094
144,0.30310646
145,0.9891425
146,79.360214
147,267.708
148,787.4797
149,1819.4309
150,3039.7214
151,3899.5784
152,4670.13
153,4706.9023
154,4369.0996
155,4021.9963
156,3571.2695
157,3042.5586
158,2886.0278
159,2436.069
160,1452.2261
161,742.8041
162,454.31104
163,183.51762
164,16.345385
165,0.0007788094
166,0.0007788094
167,0.0007788094
168,0.8087992
169,0.28142396
170,11.097091
171,80.74976
172,152.67058
173,185.02902
174,319.0557
175,497.64597
176,606.19104
177,729.54285
178,758.25793
179,919.19836
180,1316.8578
181,2052.435
182,2032.2222
183,1773.5487
184,1204.9424
185,667.6335
186,314.58365
